,y1_countyname,y1_state,y2_countyname,y2_state,n2_inflow,agi_perThou_inflow,agi_inflow,yr_range,year1,year2,mig_direction1,unique_tag,secondary_county
18128,Alachua County,FL,Cobb County,GA,83,2085,2085000,1718,2017,2018,inflow,Cobb County-Alachua County-FL-1718,"Alachua County, FL"
18129,Lee County,AL,Cobb County,GA,70,1701,1701000,1718,2017,2018,inflow,Cobb County-Lee County-AL-1718,"Lee County, AL"
18130,Oakland County,MI,Cobb County,GA,72,2892,2892000,1718,2017,2018,inflow,Cobb County-Oakland County-MI-1718,"Oakland County, MI"
18131,DuPage County,IL,Cobb County,GA,91,8421,8421000,1718,2017,2018,inflow,Cobb County-DuPage County-IL-1718,"DuPage County, IL"
18132,Middlesex County,NJ,Cobb County,GA,91,3845,3845000,1718,2017,2018,inflow,Cobb County-Middlesex County-NJ-1718,"Middlesex County, NJ"
18133,Pickens County,GA,Cobb County,GA,77,2244,2244000,1718,2017,2018,inflow,Cobb County-Pickens County-GA-1718,"Pickens County, GA"
18134,Allegheny County,PA,Cobb County,GA,65,3654,3654000,1718,2017,2018,inflow,Cobb County-Allegheny County-PA-1718,"Allegheny County, PA"
18135,Knox County,TN,Cobb County,GA,72,2424,2424000,1718,2017,2018,inflow,Cobb County-Knox County-TN-1718,"Knox County, TN"
18136,Madison County,AL,Cobb County,GA,60,2117,2117000,1718,2017,2018,inflow,Cobb County-Madison County-AL-1718,"Madison County, AL"
18137,Orleans Parish,LA,Cobb County,GA,60,2269,2269000,1718,2017,2018,inflow,Cobb County-Orleans Parish-LA-1718,"Orleans Parish, LA"
18138,Tuscaloosa County,AL,Cobb County,GA,53,1142,1142000,1718,2017,2018,inflow,Cobb County-Tuscaloosa County-AL-1718,"Tuscaloosa County, AL"
18139,District of Columbia,DC,Cobb County,GA,50,2923,2923000,1718,2017,2018,inflow,Cobb County-District of Columbia-DC-1718,"District of Columbia, DC"
18140,Polk County,FL,Cobb County,GA,79,1292,1292000,1718,2017,2018,inflow,Cobb County-Polk County-FL-1718,"Polk County, FL"
18141,Bulloch County,GA,Cobb County,GA,51,1426,1426000,1718,2017,2018,inflow,Cobb County-Bulloch County-GA-1718,"Bulloch County, GA"
18142,Bergen County,NJ,Cobb County,GA,87,3011,3011000,1718,2017,2018,inflow,Cobb County-Bergen County-NJ-1718,"Bergen County, NJ"
18143,Baltimore County,MD,Cobb County,GA,74,1876,1876000,1718,2017,2018,inflow,Cobb County-Baltimore County-MD-1718,"Baltimore County, MD"
18144,Hinds County,MS,Cobb County,GA,63,992,992000,1718,2017,2018,inflow,Cobb County-Hinds County-MS-1718,"Hinds County, MS"
18146,Escambia County,FL,Cobb County,GA,63,1334,1334000,1718,2017,2018,inflow,Cobb County-Escambia County-FL-1718,"Escambia County, FL"
18147,Walton County,GA,Cobb County,GA,64,2131,2131000,1718,2017,2018,inflow,Cobb County-Walton County-GA-1718,"Walton County, GA"
18148,Honolulu County,HI,Cobb County,GA,65,1502,1502000,1718,2017,2018,inflow,Cobb County-Honolulu County-HI-1718,"Honolulu County, HI"
18149,Hennepin County,MN,Cobb County,GA,64,3590,3590000,1718,2017,2018,inflow,Cobb County-Hennepin County-MN-1718,"Hennepin County, MN"
18150,Hamilton County,OH,Cobb County,GA,64,2243,2243000,1718,2017,2018,inflow,Cobb County-Hamilton County-OH-1718,"Hamilton County, OH"
18151,Collin County,TX,Cobb County,GA,65,2770,2770000,1718,2017,2018,inflow,Cobb County-Collin County-TX-1718,"Collin County, TX"
18152,Milwaukee County,WI,Cobb County,GA,70,1151,1151000,1718,2017,2018,inflow,Cobb County-Milwaukee County-WI-1718,"Milwaukee County, WI"
18153,Shelby County,AL,Cobb County,GA,53,2774,2774000,1718,2017,2018,inflow,Cobb County-Shelby County-AL-1718,"Shelby County, AL"
18154,Gordon County,GA,Cobb County,GA,57,1152,1152000,1718,2017,2018,inflow,Cobb County-Gordon County-GA-1718,"Gordon County, GA"
18155,East Baton Rouge Parish,LA,Cobb County,GA,61,1828,1828000,1718,2017,2018,inflow,Cobb County-East Baton Rouge Parish-LA-1718,"East Baton Rouge Parish, LA"
18156,Baltimore city,MD,Cobb County,GA,49,1508,1508000,1718,2017,2018,inflow,Cobb County-Baltimore city-MD-1718,"Baltimore city, MD"
18157,Kent County,MI,Cobb County,GA,76,2136,2136000,1718,2017,2018,inflow,Cobb County-Kent County-MI-1718,"Kent County, MI"
18158,Cumberland County,NC,Cobb County,GA,57,1566,1566000,1718,2017,2018,inflow,Cobb County-Cumberland County-NC-1718,"Cumberland County, NC"
18159,New Haven County,CT,Cobb County,GA,68,1428,1428000,1718,2017,2018,inflow,Cobb County-New Haven County-CT-1718,"New Haven County, CT"
18160,Sarasota County,FL,Cobb County,GA,59,1504,1504000,1718,2017,2018,inflow,Cobb County-Sarasota County-FL-1718,"Sarasota County, FL"
18161,Whitfield County,GA,Cobb County,GA,59,1647,1647000,1718,2017,2018,inflow,Cobb County-Whitfield County-GA-1718,"Whitfield County, GA"
18162,Prince William County,VA,Cobb County,GA,59,1896,1896000,1718,2017,2018,inflow,Cobb County-Prince William County-VA-1718,"Prince William County, VA"
18163,Contra Costa County,CA,Cobb County,GA,57,2251,2251000,1718,2017,2018,inflow,Cobb County-Contra Costa County-CA-1718,"Contra Costa County, CA"
18164,Arapahoe County,CO,Cobb County,GA,52,2011,2011000,1718,2017,2018,inflow,Cobb County-Arapahoe County-CO-1718,"Arapahoe County, CO"
18165,Barrow County,GA,Cobb County,GA,46,1418,1418000,1718,2017,2018,inflow,Cobb County-Barrow County-GA-1718,"Barrow County, GA"
18166,Polk County,GA,Cobb County,GA,55,1563,1563000,1718,2017,2018,inflow,Cobb County-Polk County-GA-1718,"Polk County, GA"
18167,Hudson County,NJ,Cobb County,GA,57,2656,2656000,1718,2017,2018,inflow,Cobb County-Hudson County-NJ-1718,"Hudson County, NJ"
18168,Erie County,NY,Cobb County,GA,46,1866,1866000,1718,2017,2018,inflow,Cobb County-Erie County-NY-1718,"Erie County, NY"
18169,Monroe County,NY,Cobb County,GA,56,1205,1205000,1718,2017,2018,inflow,Cobb County-Monroe County-NY-1718,"Monroe County, NY"
18170,Denton County,TX,Cobb County,GA,56,2423,2423000,1718,2017,2018,inflow,Cobb County-Denton County-TX-1718,"Denton County, TX"
18171,Virginia Beach city,VA,Cobb County,GA,65,2398,2398000,1718,2017,2018,inflow,Cobb County-Virginia Beach city-VA-1718,"Virginia Beach city, VA"
18172,San Bernardino County,CA,Cobb County,GA,55,1481,1481000,1718,2017,2018,inflow,Cobb County-San Bernardino County-CA-1718,"San Bernardino County, CA"
18173,Glynn County,GA,Cobb County,GA,51,1159,1159000,1718,2017,2018,inflow,Cobb County-Glynn County-GA-1718,"Glynn County, GA"
18174,Jefferson Parish,LA,Cobb County,GA,59,1294,1294000,1718,2017,2018,inflow,Cobb County-Jefferson Parish-LA-1718,"Jefferson Parish, LA"
18175,Suffolk County,MA,Cobb County,GA,43,1796,1796000,1718,2017,2018,inflow,Cobb County-Suffolk County-MA-1718,"Suffolk County, MA"
18176,Passaic County,NJ,Cobb County,GA,57,1953,1953000,1718,2017,2018,inflow,Cobb County-Passaic County-NJ-1718,"Passaic County, NJ"
18177,Westchester County,NY,Cobb County,GA,56,3465,3465000,1718,2017,2018,inflow,Cobb County-Westchester County-NY-1718,"Westchester County, NY"
18178,Aiken County,SC,Cobb County,GA,48,1604,1604000,1718,2017,2018,inflow,Cobb County-Aiken County-SC-1718,"Aiken County, SC"
18179,Beaufort County,SC,Cobb County,GA,43,1641,1641000,1718,2017,2018,inflow,Cobb County-Beaufort County-SC-1718,"Beaufort County, SC"
18180,Rutherford County,TN,Cobb County,GA,59,1608,1608000,1718,2017,2018,inflow,Cobb County-Rutherford County-TN-1718,"Rutherford County, TN"
18181,Fort Bend County,TX,Cobb County,GA,68,3299,3299000,1718,2017,2018,inflow,Cobb County-Fort Bend County-TX-1718,"Fort Bend County, TX"
18182,Henrico County,VA,Cobb County,GA,65,2479,2479000,1718,2017,2018,inflow,Cobb County-Henrico County-VA-1718,"Henrico County, VA"
18183,Denver County,CO,Cobb County,GA,32,1227,1227000,1718,2017,2018,inflow,Cobb County-Denver County-CO-1718,"Denver County, CO"
18184,El Paso County,CO,Cobb County,GA,62,1547,1547000,1718,2017,2018,inflow,Cobb County-El Paso County-CO-1718,"El Paso County, CO"
18185,Manatee County,FL,Cobb County,GA,50,959,959000,1718,2017,2018,inflow,Cobb County-Manatee County-FL-1718,"Manatee County, FL"
18186,Union County,NJ,Cobb County,GA,60,1500,1500000,1718,2017,2018,inflow,Cobb County-Union County-NJ-1718,"Union County, NJ"
18187,Forsyth County,NC,Cobb County,GA,59,1824,1824000,1718,2017,2018,inflow,Cobb County-Forsyth County-NC-1718,"Forsyth County, NC"
18188,Lexington County,SC,Cobb County,GA,53,1787,1787000,1718,2017,2018,inflow,Cobb County-Lexington County-SC-1718,"Lexington County, SC"
18189,Osceola County,FL,Cobb County,GA,48,1394,1394000,1718,2017,2018,inflow,Cobb County-Osceola County-FL-1718,"Osceola County, FL"
18190,Gilmer County,GA,Cobb County,GA,48,2512,2512000,1718,2017,2018,inflow,Cobb County-Gilmer County-GA-1718,"Gilmer County, GA"
18191,Buncombe County,NC,Cobb County,GA,45,1514,1514000,1718,2017,2018,inflow,Cobb County-Buncombe County-NC-1718,"Buncombe County, NC"
18193,Pima County,AZ,Cobb County,GA,32,1415,1415000,1718,2017,2018,inflow,Cobb County-Pima County-AZ-1718,"Pima County, AZ"
18194,Lake County,FL,Cobb County,GA,50,1522,1522000,1718,2017,2018,inflow,Cobb County-Lake County-FL-1718,"Lake County, FL"
18195,St. Lucie County,FL,Cobb County,GA,42,811,811000,1718,2017,2018,inflow,Cobb County-St. Lucie County-FL-1718,"St. Lucie County, FL"
18196,Lake County,IL,Cobb County,GA,60,3223,3223000,1718,2017,2018,inflow,Cobb County-Lake County-IL-1718,"Lake County, IL"
18197,Calhoun County,AL,Cobb County,GA,38,1251,1251000,1718,2017,2018,inflow,Cobb County-Calhoun County-AL-1718,"Calhoun County, AL"
18198,New Castle County,DE,Cobb County,GA,44,1241,1241000,1718,2017,2018,inflow,Cobb County-New Castle County-DE-1718,"New Castle County, DE"
18199,Pasco County,FL,Cobb County,GA,53,1739,1739000,1718,2017,2018,inflow,Cobb County-Pasco County-FL-1718,"Pasco County, FL"
18200,St. Johns County,FL,Cobb County,GA,49,2730,2730000,1718,2017,2018,inflow,Cobb County-St. Johns County-FL-1718,"St. Johns County, FL"
18201,Durham County,NC,Cobb County,GA,43,1670,1670000,1718,2017,2018,inflow,Cobb County-Durham County-NC-1718,"Durham County, NC"
18202,Berkeley County,SC,Cobb County,GA,38,1022,1022000,1718,2017,2018,inflow,Cobb County-Berkeley County-SC-1718,"Berkeley County, SC"
18203,Liberty County,GA,Cobb County,GA,50,626,626000,1718,2017,2018,inflow,Cobb County-Liberty County-GA-1718,"Liberty County, GA"
18204,Troup County,GA,Cobb County,GA,40,1040,1040000,1718,2017,2018,inflow,Cobb County-Troup County-GA-1718,"Troup County, GA"
18205,Anne Arundel County,MD,Cobb County,GA,52,2340,2340000,1718,2017,2018,inflow,Cobb County-Anne Arundel County-MD-1718,"Anne Arundel County, MD"
18206,Horry County,SC,Cobb County,GA,36,507,507000,1718,2017,2018,inflow,Cobb County-Horry County-SC-1718,"Horry County, SC"
18207,Okaloosa County,FL,Cobb County,GA,45,1225,1225000,1718,2017,2018,inflow,Cobb County-Okaloosa County-FL-1718,"Okaloosa County, FL"
18208,Johnson County,KS,Cobb County,GA,64,2460,2460000,1718,2017,2018,inflow,Cobb County-Johnson County-KS-1718,"Johnson County, KS"
18209,Essex County,MA,Cobb County,GA,42,2011,2011000,1718,2017,2018,inflow,Cobb County-Essex County-MA-1718,"Essex County, MA"
18210,Providence County,RI,Cobb County,GA,36,968,968000,1718,2017,2018,inflow,Cobb County-Providence County-RI-1718,"Providence County, RI"
18211,Salt Lake County,UT,Cobb County,GA,47,1313,1313000,1718,2017,2018,inflow,Cobb County-Salt Lake County-UT-1718,"Salt Lake County, UT"
18212,Montgomery County,PA,Cobb County,GA,38,2043,2043000,1718,2017,2018,inflow,Cobb County-Montgomery County-PA-1718,"Montgomery County, PA"
18213,Chesterfield County,VA,Cobb County,GA,52,1893,1893000,1718,2017,2018,inflow,Cobb County-Chesterfield County-VA-1718,"Chesterfield County, VA"
18214,Sacramento County,CA,Cobb County,GA,48,1066,1066000,1718,2017,2018,inflow,Cobb County-Sacramento County-CA-1718,"Sacramento County, CA"
18215,Collier County,FL,Cobb County,GA,42,1396,1396000,1718,2017,2018,inflow,Cobb County-Collier County-FL-1718,"Collier County, FL"
18216,Norfolk County,MA,Cobb County,GA,37,1764,1764000,1718,2017,2018,inflow,Cobb County-Norfolk County-MA-1718,"Norfolk County, MA"
18217,Jackson County,MO,Cobb County,GA,35,980,980000,1718,2017,2018,inflow,Cobb County-Jackson County-MO-1718,"Jackson County, MO"
18218,Morris County,NJ,Cobb County,GA,38,2619,2619000,1718,2017,2018,inflow,Cobb County-Morris County-NJ-1718,"Morris County, NJ"
18219,Onslow County,NC,Cobb County,GA,45,1048,1048000,1718,2017,2018,inflow,Cobb County-Onslow County-NC-1718,"Onslow County, NC"
18220,Arlington County,VA,Cobb County,GA,30,2327,2327000,1718,2017,2018,inflow,Cobb County-Arlington County-VA-1718,"Arlington County, VA"
18221,Hampton city,VA,Cobb County,GA,33,631,631000,1718,2017,2018,inflow,Cobb County-Hampton city-VA-1718,"Hampton city, VA"
18222,San Francisco County,CA,Cobb County,GA,25,2041,2041000,1718,2017,2018,inflow,Cobb County-San Francisco County-CA-1718,"San Francisco County, CA"
18223,Haralson County,GA,Cobb County,GA,26,714,714000,1718,2017,2018,inflow,Cobb County-Haralson County-GA-1718,"Haralson County, GA"
18224,Oconee County,GA,Cobb County,GA,43,1392,1392000,1718,2017,2018,inflow,Cobb County-Oconee County-GA-1718,"Oconee County, GA"
18225,Lake County,IN,Cobb County,GA,40,798,798000,1718,2017,2018,inflow,Cobb County-Lake County-IN-1718,"Lake County, IN"
18226,Fayette County,KY,Cobb County,GA,42,1306,1306000,1718,2017,2018,inflow,Cobb County-Fayette County-KY-1718,"Fayette County, KY"
18227,Burlington County,NJ,Cobb County,GA,34,915,915000,1718,2017,2018,inflow,Cobb County-Burlington County-NJ-1718,"Burlington County, NJ"
18228,Orange County,NY,Cobb County,GA,34,838,838000,1718,2017,2018,inflow,Cobb County-Orange County-NY-1718,"Orange County, NY"
18229,Oklahoma County,OK,Cobb County,GA,49,1516,1516000,1718,2017,2018,inflow,Cobb County-Oklahoma County-OK-1718,"Oklahoma County, OK"
18460,DeKalb County Total Migration-US and Foreign,GA,DeKalb County,GA,56122,1788389,1788389000,1718,2017,2018,inflow,DeKalb County total migration-1718,"DeKalb County Total Migration-US and Foreign, GA"
18466,Fulton County,GA,DeKalb County,GA,14113,591527,591527000,1718,2017,2018,inflow,DeKalb County-Fulton County-GA-1718,"Fulton County, GA"
18467,Gwinnett County,GA,DeKalb County,GA,8214,196222,196222000,1718,2017,2018,inflow,DeKalb County-Gwinnett County-GA-1718,"Gwinnett County, GA"
18468,Cobb County,GA,DeKalb County,GA,2942,115242,115242000,1718,2017,2018,inflow,DeKalb County-Cobb County-GA-1718,"Cobb County, GA"
18469,Clayton County,GA,DeKalb County,GA,2726,36925,36925000,1718,2017,2018,inflow,DeKalb County-Clayton County-GA-1718,"Clayton County, GA"
18470,Rockdale County,GA,DeKalb County,GA,1222,21355,21355000,1718,2017,2018,inflow,DeKalb County-Rockdale County-GA-1718,"Rockdale County, GA"
18471,Henry County,GA,DeKalb County,GA,982,23640,23640000,1718,2017,2018,inflow,DeKalb County-Henry County-GA-1718,"Henry County, GA"
18472,Newton County,GA,DeKalb County,GA,811,12874,12874000,1718,2017,2018,inflow,DeKalb County-Newton County-GA-1718,"Newton County, GA"
18473,Los Angeles County,CA,DeKalb County,GA,435,17397,17397000,1718,2017,2018,inflow,DeKalb County-Los Angeles County-CA-1718,"Los Angeles County, CA"
18474,Cook County,IL,DeKalb County,GA,420,17782,17782000,1718,2017,2018,inflow,DeKalb County-Cook County-IL-1718,"Cook County, IL"
18475,Miami-Dade County,FL,DeKalb County,GA,448,9859,9859000,1718,2017,2018,inflow,DeKalb County-Miami-Dade County-FL-1718,"Miami-Dade County, FL"
18476,Douglas County,GA,DeKalb County,GA,402,8331,8331000,1718,2017,2018,inflow,DeKalb County-Douglas County-GA-1718,"Douglas County, GA"
18477,Forsyth County,GA,DeKalb County,GA,376,12526,12526000,1718,2017,2018,inflow,DeKalb County-Forsyth County-GA-1718,"Forsyth County, GA"
18478,Broward County,FL,DeKalb County,GA,362,9844,9844000,1718,2017,2018,inflow,DeKalb County-Broward County-FL-1718,"Broward County, FL"
18479,Kings County,NY,DeKalb County,GA,380,12351,12351000,1718,2017,2018,inflow,DeKalb County-Kings County-NY-1718,"Kings County, NY"
18480,Clarke County,GA,DeKalb County,GA,271,8612,8612000,1718,2017,2018,inflow,DeKalb County-Clarke County-GA-1718,"Clarke County, GA"
18481,Cherokee County,GA,DeKalb County,GA,317,10897,10897000,1718,2017,2018,inflow,DeKalb County-Cherokee County-GA-1718,"Cherokee County, GA"
18482,Mecklenburg County,NC,DeKalb County,GA,280,9390,9390000,1718,2017,2018,inflow,DeKalb County-Mecklenburg County-NC-1718,"Mecklenburg County, NC"
18483,Harris County,TX,DeKalb County,GA,275,8187,8187000,1718,2017,2018,inflow,DeKalb County-Harris County-TX-1718,"Harris County, TX"
18484,Davidson County,TN,DeKalb County,GA,232,9227,9227000,1718,2017,2018,inflow,DeKalb County-Davidson County-TN-1718,"Davidson County, TN"
18485,Chatham County,GA,DeKalb County,GA,253,6475,6475000,1718,2017,2018,inflow,DeKalb County-Chatham County-GA-1718,"Chatham County, GA"
18486,Fayette County,GA,DeKalb County,GA,231,9673,9673000,1718,2017,2018,inflow,DeKalb County-Fayette County-GA-1718,"Fayette County, GA"
18487,Hillsborough County,FL,DeKalb County,GA,229,7267,7267000,1718,2017,2018,inflow,DeKalb County-Hillsborough County-FL-1718,"Hillsborough County, FL"
18488,Duval County,FL,DeKalb County,GA,242,4755,4755000,1718,2017,2018,inflow,DeKalb County-Duval County-FL-1718,"Duval County, FL"
18489,Dallas County,TX,DeKalb County,GA,243,11244,11244000,1718,2017,2018,inflow,DeKalb County-Dallas County-TX-1718,"Dallas County, TX"
18490,Orange County,FL,DeKalb County,GA,249,6817,6817000,1718,2017,2018,inflow,DeKalb County-Orange County-FL-1718,"Orange County, FL"
18491,Hall County,GA,DeKalb County,GA,234,6462,6462000,1718,2017,2018,inflow,DeKalb County-Hall County-GA-1718,"Hall County, GA"
18492,New York County,NY,DeKalb County,GA,205,11648,11648000,1718,2017,2018,inflow,DeKalb County-New York County-NY-1718,"New York County, NY"
18493,Queens County,NY,DeKalb County,GA,253,5887,5887000,1718,2017,2018,inflow,DeKalb County-Queens County-NY-1718,"Queens County, NY"
18494,Jefferson County,AL,DeKalb County,GA,212,7802,7802000,1718,2017,2018,inflow,DeKalb County-Jefferson County-AL-1718,"Jefferson County, AL"
18495,Shelby County,TN,DeKalb County,GA,201,4712,4712000,1718,2017,2018,inflow,DeKalb County-Shelby County-TN-1718,"Shelby County, TN"
18496,Walton County,GA,DeKalb County,GA,189,4877,4877000,1718,2017,2018,inflow,DeKalb County-Walton County-GA-1718,"Walton County, GA"
18497,Palm Beach County,FL,DeKalb County,GA,206,6055,6055000,1718,2017,2018,inflow,DeKalb County-Palm Beach County-FL-1718,"Palm Beach County, FL"
18498,Bibb County,GA,DeKalb County,GA,181,4798,4798000,1718,2017,2018,inflow,DeKalb County-Bibb County-GA-1718,"Bibb County, GA"
18499,Richmond County,GA,DeKalb County,GA,192,4555,4555000,1718,2017,2018,inflow,DeKalb County-Richmond County-GA-1718,"Richmond County, GA"
18500,Travis County,TX,DeKalb County,GA,166,6271,6271000,1718,2017,2018,inflow,DeKalb County-Travis County-TX-1718,"Travis County, TX"
