,y1_countyname,y1_state,y2_countyname,y2_state,n2_outflow,agi_perThou_outflow,agi_outflow,yr_range,year1,year2,mig_direction2,unique_tag,secondary_county
17485,DeKalb County,GA,Lowndes County,GA,43,739,739000,1819,2018,2019,outflow,DeKalb County-Lowndes County-GA-1819,"Lowndes County, GA"
17486,DeKalb County,GA,Tulsa County,OK,44,1344,1344000,1819,2018,2019,outflow,DeKalb County-Tulsa County-OK-1819,"Tulsa County, OK"
17487,DeKalb County,GA,Richmond city,VA,36,2121,2121000,1819,2018,2019,outflow,DeKalb County-Richmond city-VA-1819,"Richmond city, VA"
17488,DeKalb County,GA,Osceola County,FL,34,594,594000,1819,2018,2019,outflow,DeKalb County-Osceola County-FL-1819,"Osceola County, FL"
17489,DeKalb County,GA,Liberty County,GA,37,592,592000,1819,2018,2019,outflow,DeKalb County-Liberty County-GA-1819,"Liberty County, GA"
17490,DeKalb County,GA,Morgan County,GA,39,2339,2339000,1819,2018,2019,outflow,DeKalb County-Morgan County-GA-1819,"Morgan County, GA"
17491,DeKalb County,GA,Norfolk County,MA,43,1285,1285000,1819,2018,2019,outflow,DeKalb County-Norfolk County-MA-1819,"Norfolk County, MA"
17492,DeKalb County,GA,Okaloosa County,FL,34,1588,1588000,1819,2018,2019,outflow,DeKalb County-Okaloosa County-FL-1819,"Okaloosa County, FL"
17493,DeKalb County,GA,Sarasota County,FL,28,2028,2028000,1819,2018,2019,outflow,DeKalb County-Sarasota County-FL-1819,"Sarasota County, FL"
17494,DeKalb County,GA,Howard County,MD,39,1338,1338000,1819,2018,2019,outflow,DeKalb County-Howard County-MD-1819,"Howard County, MD"
17495,DeKalb County,GA,Monroe County,NY,42,833,833000,1819,2018,2019,outflow,DeKalb County-Monroe County-NY-1819,"Monroe County, NY"
17496,DeKalb County,GA,Summit County,OH,57,1124,1124000,1819,2018,2019,outflow,DeKalb County-Summit County-OH-1819,"Summit County, OH"
17497,DeKalb County,GA,Williamson County,TN,37,2166,2166000,1819,2018,2019,outflow,DeKalb County-Williamson County-TN-1819,"Williamson County, TN"
17498,DeKalb County,GA,Loudoun County,VA,39,1999,1999000,1819,2018,2019,outflow,DeKalb County-Loudoun County-VA-1819,"Loudoun County, VA"
17499,DeKalb County,GA,Pierce County,WA,35,790,790000,1819,2018,2019,outflow,DeKalb County-Pierce County-WA-1819,"Pierce County, WA"
17500,DeKalb County,GA,St. Lucie County,FL,36,1734,1734000,1819,2018,2019,outflow,DeKalb County-St. Lucie County-FL-1819,"St. Lucie County, FL"
17501,DeKalb County,GA,Troup County,GA,45,671,671000,1819,2018,2019,outflow,DeKalb County-Troup County-GA-1819,"Troup County, GA"
17502,DeKalb County,GA,DuPage County,IL,47,2063,2063000,1819,2018,2019,outflow,DeKalb County-DuPage County-IL-1819,"DuPage County, IL"
17503,DeKalb County,GA,St. Louis city,MO,25,950,950000,1819,2018,2019,outflow,DeKalb County-St. Louis city-MO-1819,"St. Louis city, MO"
17504,DeKalb County,GA,Aiken County,SC,30,790,790000,1819,2018,2019,outflow,DeKalb County-Aiken County-SC-1819,"Aiken County, SC"
17505,DeKalb County,GA,Montgomery County,TN,44,664,664000,1819,2018,2019,outflow,DeKalb County-Montgomery County-TN-1819,"Montgomery County, TN"
17506,DeKalb County,GA,Norfolk city,VA,36,835,835000,1819,2018,2019,outflow,DeKalb County-Norfolk city-VA-1819,"Norfolk city, VA"
17575,Douglas County,GA,Douglas County Total Migration-US and Foreign,GA,11289,258459,258459000,1819,2018,2019,outflow,Douglas County total migration-1819,"Douglas County Total Migration-US and Foreign, GA"
17580,Douglas County,GA,Cobb County,GA,1995,39439,39439000,1819,2018,2019,outflow,Douglas County-Cobb County-GA-1819,"Cobb County, GA"
17581,Douglas County,GA,Fulton County,GA,1491,32988,32988000,1819,2018,2019,outflow,Douglas County-Fulton County-GA-1819,"Fulton County, GA"
17582,Douglas County,GA,Carroll County,GA,1288,29133,29133000,1819,2018,2019,outflow,Douglas County-Carroll County-GA-1819,"Carroll County, GA"
17583,Douglas County,GA,Paulding County,GA,1169,24357,24357000,1819,2018,2019,outflow,Douglas County-Paulding County-GA-1819,"Paulding County, GA"
17584,Douglas County,GA,DeKalb County,GA,314,7820,7820000,1819,2018,2019,outflow,Douglas County-DeKalb County-GA-1819,"DeKalb County, GA"
17585,Douglas County,GA,Clayton County,GA,384,5131,5131000,1819,2018,2019,outflow,Douglas County-Clayton County-GA-1819,"Clayton County, GA"
17586,Douglas County,GA,Gwinnett County,GA,328,6707,6707000,1819,2018,2019,outflow,Douglas County-Gwinnett County-GA-1819,"Gwinnett County, GA"
17587,Douglas County,GA,Coweta County,GA,194,5942,5942000,1819,2018,2019,outflow,Douglas County-Coweta County-GA-1819,"Coweta County, GA"
17588,Douglas County,GA,Haralson County,GA,197,4429,4429000,1819,2018,2019,outflow,Douglas County-Haralson County-GA-1819,"Haralson County, GA"
17589,Douglas County,GA,Henry County,GA,169,3198,3198000,1819,2018,2019,outflow,Douglas County-Henry County-GA-1819,"Henry County, GA"
17590,Douglas County,GA,Fayette County,GA,100,4435,4435000,1819,2018,2019,outflow,Douglas County-Fayette County-GA-1819,"Fayette County, GA"
17591,Douglas County,GA,Cherokee County,GA,80,2083,2083000,1819,2018,2019,outflow,Douglas County-Cherokee County-GA-1819,"Cherokee County, GA"
17592,Douglas County,GA,Bartow County,GA,69,1603,1603000,1819,2018,2019,outflow,Douglas County-Bartow County-GA-1819,"Bartow County, GA"
17593,Douglas County,GA,Newton County,GA,66,861,861000,1819,2018,2019,outflow,Douglas County-Newton County-GA-1819,"Newton County, GA"
17594,Douglas County,GA,Broward County,FL,53,1296,1296000,1819,2018,2019,outflow,Douglas County-Broward County-FL-1819,"Broward County, FL"
17595,Douglas County,GA,Polk County,GA,53,994,994000,1819,2018,2019,outflow,Douglas County-Polk County-GA-1819,"Polk County, GA"
17596,Douglas County,GA,Rockdale County,GA,51,679,679000,1819,2018,2019,outflow,Douglas County-Rockdale County-GA-1819,"Rockdale County, GA"
17597,Douglas County,GA,Forsyth County,GA,47,1976,1976000,1819,2018,2019,outflow,Douglas County-Forsyth County-GA-1819,"Forsyth County, GA"
17706,Fayette County,GA,Fayette County Total Migration-US and Foreign,GA,7476,319127,319127000,1819,2018,2019,outflow,Fayette County total migration-1819,"Fayette County Total Migration-US and Foreign, GA"
17711,Fayette County,GA,Coweta County,GA,1360,55524,55524000,1819,2018,2019,outflow,Fayette County-Coweta County-GA-1819,"Coweta County, GA"
17712,Fayette County,GA,Fulton County,GA,958,39323,39323000,1819,2018,2019,outflow,Fayette County-Fulton County-GA-1819,"Fulton County, GA"
17713,Fayette County,GA,Clayton County,GA,444,7851,7851000,1819,2018,2019,outflow,Fayette County-Clayton County-GA-1819,"Clayton County, GA"
17714,Fayette County,GA,Cobb County,GA,239,9504,9504000,1819,2018,2019,outflow,Fayette County-Cobb County-GA-1819,"Cobb County, GA"
17715,Fayette County,GA,DeKalb County,GA,228,12818,12818000,1819,2018,2019,outflow,Fayette County-DeKalb County-GA-1819,"DeKalb County, GA"
17716,Fayette County,GA,Henry County,GA,264,7035,7035000,1819,2018,2019,outflow,Fayette County-Henry County-GA-1819,"Henry County, GA"
17717,Fayette County,GA,Spalding County,GA,198,7623,7623000,1819,2018,2019,outflow,Fayette County-Spalding County-GA-1819,"Spalding County, GA"
17718,Fayette County,GA,Gwinnett County,GA,134,3369,3369000,1819,2018,2019,outflow,Fayette County-Gwinnett County-GA-1819,"Gwinnett County, GA"
17719,Fayette County,GA,Cherokee County,GA,80,3652,3652000,1819,2018,2019,outflow,Fayette County-Cherokee County-GA-1819,"Cherokee County, GA"
17720,Fayette County,GA,Meriwether County,GA,84,3102,3102000,1819,2018,2019,outflow,Fayette County-Meriwether County-GA-1819,"Meriwether County, GA"
17721,Fayette County,GA,Oakland County,MI,87,3165,3165000,1819,2018,2019,outflow,Fayette County-Oakland County-MI-1819,"Oakland County, MI"
17722,Fayette County,GA,Douglas County,GA,57,1399,1399000,1819,2018,2019,outflow,Fayette County-Douglas County-GA-1819,"Douglas County, GA"
17723,Fayette County,GA,Pike County,GA,60,2163,2163000,1819,2018,2019,outflow,Fayette County-Pike County-GA-1819,"Pike County, GA"
17724,Fayette County,GA,Los Angeles County,CA,48,2069,2069000,1819,2018,2019,outflow,Fayette County-Los Angeles County-CA-1819,"Los Angeles County, CA"
17725,Fayette County,GA,Forsyth County,GA,45,2771,2771000,1819,2018,2019,outflow,Fayette County-Forsyth County-GA-1819,"Forsyth County, GA"
17726,Fayette County,GA,Troup County,GA,48,1042,1042000,1819,2018,2019,outflow,Fayette County-Troup County-GA-1819,"Troup County, GA"
17758,Forsyth County,GA,Forsyth County Total Migration-US and Foreign,GA,12853,639892,639892000,1819,2018,2019,outflow,Forsyth County total migration-1819,"Forsyth County Total Migration-US and Foreign, GA"
17763,Forsyth County,GA,Fulton County,GA,2355,157137,157137000,1819,2018,2019,outflow,Forsyth County-Fulton County-GA-1819,"Fulton County, GA"
17764,Forsyth County,GA,Gwinnett County,GA,1267,44778,44778000,1819,2018,2019,outflow,Forsyth County-Gwinnett County-GA-1819,"Gwinnett County, GA"
17765,Forsyth County,GA,Dawson County,GA,912,30356,30356000,1819,2018,2019,outflow,Forsyth County-Dawson County-GA-1819,"Dawson County, GA"
17766,Forsyth County,GA,Cherokee County,GA,837,37399,37399000,1819,2018,2019,outflow,Forsyth County-Cherokee County-GA-1819,"Cherokee County, GA"
17767,Forsyth County,GA,Hall County,GA,695,33179,33179000,1819,2018,2019,outflow,Forsyth County-Hall County-GA-1819,"Hall County, GA"
17768,Forsyth County,GA,DeKalb County,GA,387,16677,16677000,1819,2018,2019,outflow,Forsyth County-DeKalb County-GA-1819,"DeKalb County, GA"
17769,Forsyth County,GA,Cobb County,GA,388,17081,17081000,1819,2018,2019,outflow,Forsyth County-Cobb County-GA-1819,"Cobb County, GA"
17770,Forsyth County,GA,Lumpkin County,GA,309,11468,11468000,1819,2018,2019,outflow,Forsyth County-Lumpkin County-GA-1819,"Lumpkin County, GA"
17771,Forsyth County,GA,Pickens County,GA,100,5310,5310000,1819,2018,2019,outflow,Forsyth County-Pickens County-GA-1819,"Pickens County, GA"
17772,Forsyth County,GA,Maricopa County,AZ,97,5363,5363000,1819,2018,2019,outflow,Forsyth County-Maricopa County-AZ-1819,"Maricopa County, AZ"
17773,Forsyth County,GA,White County,GA,70,2937,2937000,1819,2018,2019,outflow,Forsyth County-White County-GA-1819,"White County, GA"
17774,Forsyth County,GA,Mecklenburg County,NC,85,3985,3985000,1819,2018,2019,outflow,Forsyth County-Mecklenburg County-NC-1819,"Mecklenburg County, NC"
17775,Forsyth County,GA,Jackson County,GA,70,2920,2920000,1819,2018,2019,outflow,Forsyth County-Jackson County-GA-1819,"Jackson County, GA"
17776,Forsyth County,GA,Cook County,IL,64,2411,2411000,1819,2018,2019,outflow,Forsyth County-Cook County-IL-1819,"Cook County, IL"
17777,Forsyth County,GA,Paulding County,GA,65,1668,1668000,1819,2018,2019,outflow,Forsyth County-Paulding County-GA-1819,"Paulding County, GA"
17778,Forsyth County,GA,Hillsborough County,FL,66,4167,4167000,1819,2018,2019,outflow,Forsyth County-Hillsborough County-FL-1819,"Hillsborough County, FL"
17779,Forsyth County,GA,Duval County,FL,63,2637,2637000,1819,2018,2019,outflow,Forsyth County-Duval County-FL-1819,"Duval County, FL"
17780,Forsyth County,GA,Barrow County,GA,66,2543,2543000,1819,2018,2019,outflow,Forsyth County-Barrow County-GA-1819,"Barrow County, GA"
17781,Forsyth County,GA,Los Angeles County,CA,54,2247,2247000,1819,2018,2019,outflow,Forsyth County-Los Angeles County-CA-1819,"Los Angeles County, CA"
17782,Forsyth County,GA,Pinellas County,FL,63,3461,3461000,1819,2018,2019,outflow,Forsyth County-Pinellas County-FL-1819,"Pinellas County, FL"
17783,Forsyth County,GA,Clarke County,GA,33,1289,1289000,1819,2018,2019,outflow,Forsyth County-Clarke County-GA-1819,"Clarke County, GA"
17784,Forsyth County,GA,Greenville County,SC,48,2193,2193000,1819,2018,2019,outflow,Forsyth County-Greenville County-SC-1819,"Greenville County, SC"
17785,Forsyth County,GA,Coweta County,GA,54,1063,1063000,1819,2018,2019,outflow,Forsyth County-Coweta County-GA-1819,"Coweta County, GA"
17786,Forsyth County,GA,Collin County,TX,70,4254,4254000,1819,2018,2019,outflow,Forsyth County-Collin County-TX-1819,"Collin County, TX"
17787,Forsyth County,GA,Palm Beach County,FL,39,2587,2587000,1819,2018,2019,outflow,Forsyth County-Palm Beach County-FL-1819,"Palm Beach County, FL"
17788,Forsyth County,GA,Orange County,FL,51,2331,2331000,1819,2018,2019,outflow,Forsyth County-Orange County-FL-1819,"Orange County, FL"
17789,Forsyth County,GA,Henry County,GA,47,1886,1886000,1819,2018,2019,outflow,Forsyth County-Henry County-GA-1819,"Henry County, GA"
17790,Forsyth County,GA,Dallas County,TX,42,1782,1782000,1819,2018,2019,outflow,Forsyth County-Dallas County-TX-1819,"Dallas County, TX"
17791,Forsyth County,GA,Davidson County,TN,33,1637,1637000,1819,2018,2019,outflow,Forsyth County-Davidson County-TN-1819,"Davidson County, TN"
17792,Forsyth County,GA,Habersham County,GA,49,1196,1196000,1819,2018,2019,outflow,Forsyth County-Habersham County-GA-1819,"Habersham County, GA"
17793,Forsyth County,GA,Manatee County,FL,46,3164,3164000,1819,2018,2019,outflow,Forsyth County-Manatee County-FL-1819,"Manatee County, FL"
17794,Forsyth County,GA,Chatham County,GA,34,1379,1379000,1819,2018,2019,outflow,Forsyth County-Chatham County-GA-1819,"Chatham County, GA"
17795,Forsyth County,GA,Wake County,NC,40,2241,2241000,1819,2018,2019,outflow,Forsyth County-Wake County-NC-1819,"Wake County, NC"
17824,Fulton County,GA,Fulton County Total Migration-US and Foreign,GA,80044,3862535,3862535000,1819,2018,2019,outflow,Fulton County total migration-1819,"Fulton County Total Migration-US and Foreign, GA"
17830,Fulton County,GA,DeKalb County,GA,13787,612146,612146000,1819,2018,2019,outflow,Fulton County-DeKalb County-GA-1819,"DeKalb County, GA"
17831,Fulton County,GA,Cobb County,GA,8999,420128,420128000,1819,2018,2019,outflow,Fulton County-Cobb County-GA-1819,"Cobb County, GA"
17832,Fulton County,GA,Clayton County,GA,7321,88978,88978000,1819,2018,2019,outflow,Fulton County-Clayton County-GA-1819,"Clayton County, GA"
17833,Fulton County,GA,Gwinnett County,GA,5520,183831,183831000,1819,2018,2019,outflow,Fulton County-Gwinnett County-GA-1819,"Gwinnett County, GA"
17834,Fulton County,GA,Forsyth County,GA,4753,223450,223450000,1819,2018,2019,outflow,Fulton County-Forsyth County-GA-1819,"Forsyth County, GA"
17835,Fulton County,GA,Cherokee County,GA,2441,127181,127181000,1819,2018,2019,outflow,Fulton County-Cherokee County-GA-1819,"Cherokee County, GA"
17836,Fulton County,GA,Douglas County,GA,1763,34342,34342000,1819,2018,2019,outflow,Fulton County-Douglas County-GA-1819,"Douglas County, GA"
17837,Fulton County,GA,Henry County,GA,1538,34248,34248000,1819,2018,2019,outflow,Fulton County-Henry County-GA-1819,"Henry County, GA"
17838,Fulton County,GA,Fayette County,GA,1180,41246,41246000,1819,2018,2019,outflow,Fulton County-Fayette County-GA-1819,"Fayette County, GA"
17839,Fulton County,GA,Los Angeles County,CA,689,38344,38344000,1819,2018,2019,outflow,Fulton County-Los Angeles County-CA-1819,"Los Angeles County, CA"
17840,Fulton County,GA,Coweta County,GA,869,25325,25325000,1819,2018,2019,outflow,Fulton County-Coweta County-GA-1819,"Coweta County, GA"
17841,Fulton County,GA,New York County,NY,474,43774,43774000,1819,2018,2019,outflow,Fulton County-New York County-NY-1819,"New York County, NY"
17842,Fulton County,GA,Cook County,IL,574,36086,36086000,1819,2018,2019,outflow,Fulton County-Cook County-IL-1819,"Cook County, IL"
17843,Fulton County,GA,Mecklenburg County,NC,514,46039,46039000,1819,2018,2019,outflow,Fulton County-Mecklenburg County-NC-1819,"Mecklenburg County, NC"
17844,Fulton County,GA,King County,WA,448,32643,32643000,1819,2018,2019,outflow,Fulton County-King County-WA-1819,"King County, WA"
17845,Fulton County,GA,Paulding County,GA,566,13011,13011000,1819,2018,2019,outflow,Fulton County-Paulding County-GA-1819,"Paulding County, GA"
17846,Fulton County,GA,Miami-Dade County,FL,438,28977,28977000,1819,2018,2019,outflow,Fulton County-Miami-Dade County-FL-1819,"Miami-Dade County, FL"
17847,Fulton County,GA,Dallas County,TX,404,32434,32434000,1819,2018,2019,outflow,Fulton County-Dallas County-TX-1819,"Dallas County, TX"
17848,Fulton County,GA,Broward County,FL,404,30843,30843000,1819,2018,2019,outflow,Fulton County-Broward County-FL-1819,"Broward County, FL"
17849,Fulton County,GA,Hillsborough County,FL,391,21465,21465000,1819,2018,2019,outflow,Fulton County-Hillsborough County-FL-1819,"Hillsborough County, FL"
17850,Fulton County,GA,District of Columbia,DC,272,20269,20269000,1819,2018,2019,outflow,Fulton County-District of Columbia-DC-1819,"District of Columbia, DC"
17851,Fulton County,GA,Hall County,GA,401,24176,24176000,1819,2018,2019,outflow,Fulton County-Hall County-GA-1819,"Hall County, GA"
17852,Fulton County,GA,Harris County,TX,375,19729,19729000,1819,2018,2019,outflow,Fulton County-Harris County-TX-1819,"Harris County, TX"
17853,Fulton County,GA,Davidson County,TN,310,19290,19290000,1819,2018,2019,outflow,Fulton County-Davidson County-TN-1819,"Davidson County, TN"
17854,Fulton County,GA,Kings County,NY,296,15157,15157000,1819,2018,2019,outflow,Fulton County-Kings County-NY-1819,"Kings County, NY"
17855,Fulton County,GA,Santa Clara County,CA,326,24945,24945000,1819,2018,2019,outflow,Fulton County-Santa Clara County-CA-1819,"Santa Clara County, CA"
17856,Fulton County,GA,Maricopa County,AZ,372,29492,29492000,1819,2018,2019,outflow,Fulton County-Maricopa County-AZ-1819,"Maricopa County, AZ"
17857,Fulton County,GA,Travis County,TX,292,22915,22915000,1819,2018,2019,outflow,Fulton County-Travis County-TX-1819,"Travis County, TX"
17858,Fulton County,GA,Rockdale County,GA,348,7323,7323000,1819,2018,2019,outflow,Fulton County-Rockdale County-GA-1819,"Rockdale County, GA"
17859,Fulton County,GA,Denver County,CO,253,33918,33918000,1819,2018,2019,outflow,Fulton County-Denver County-CO-1819,"Denver County, CO"
17860,Fulton County,GA,Orange County,FL,325,22725,22725000,1819,2018,2019,outflow,Fulton County-Orange County-FL-1819,"Orange County, FL"
17861,Fulton County,GA,Palm Beach County,FL,343,48343,48343000,1819,2018,2019,outflow,Fulton County-Palm Beach County-FL-1819,"Palm Beach County, FL"
17862,Fulton County,GA,San Francisco County,CA,198,21420,21420000,1819,2018,2019,outflow,Fulton County-San Francisco County-CA-1819,"San Francisco County, CA"
17863,Fulton County,GA,Clarke County,GA,241,10473,10473000,1819,2018,2019,outflow,Fulton County-Clarke County-GA-1819,"Clarke County, GA"
17864,Fulton County,GA,Newton County,GA,319,7246,7246000,1819,2018,2019,outflow,Fulton County-Newton County-GA-1819,"Newton County, GA"
17865,Fulton County,GA,Wake County,NC,289,14771,14771000,1819,2018,2019,outflow,Fulton County-Wake County-NC-1819,"Wake County, NC"
17866,Fulton County,GA,Duval County,FL,271,13500,13500000,1819,2018,2019,outflow,Fulton County-Duval County-FL-1819,"Duval County, FL"
17867,Fulton County,GA,Jefferson County,AL,245,14241,14241000,1819,2018,2019,outflow,Fulton County-Jefferson County-AL-1819,"Jefferson County, AL"
17868,Fulton County,GA,Chatham County,GA,240,11107,11107000,1819,2018,2019,outflow,Fulton County-Chatham County-GA-1819,"Chatham County, GA"
17869,Fulton County,GA,San Diego County,CA,206,11586,11586000,1819,2018,2019,outflow,Fulton County-San Diego County-CA-1819,"San Diego County, CA"
17870,Fulton County,GA,Pinellas County,FL,213,25926,25926000,1819,2018,2019,outflow,Fulton County-Pinellas County-FL-1819,"Pinellas County, FL"
17871,Fulton County,GA,Orange County,CA,221,17508,17508000,1819,2018,2019,outflow,Fulton County-Orange County-CA-1819,"Orange County, CA"
17872,Fulton County,GA,Collin County,TX,274,11982,11982000,1819,2018,2019,outflow,Fulton County-Collin County-TX-1819,"Collin County, TX"
17873,Fulton County,GA,Charleston County,SC,200,25585,25585000,1819,2018,2019,outflow,Fulton County-Charleston County-SC-1819,"Charleston County, SC"
17874,Fulton County,GA,Shelby County,TN,218,11374,11374000,1819,2018,2019,outflow,Fulton County-Shelby County-TN-1819,"Shelby County, TN"
17875,Fulton County,GA,Philadelphia County,PA,167,9409,9409000,1819,2018,2019,outflow,Fulton County-Philadelphia County-PA-1819,"Philadelphia County, PA"
17876,Fulton County,GA,Fairfax County,VA,214,14142,14142000,1819,2018,2019,outflow,Fulton County-Fairfax County-VA-1819,"Fairfax County, VA"
17877,Fulton County,GA,Clark County,NV,191,10666,10666000,1819,2018,2019,outflow,Fulton County-Clark County-NV-1819,"Clark County, NV"
17878,Fulton County,GA,Alameda County,CA,171,9433,9433000,1819,2018,2019,outflow,Fulton County-Alameda County-CA-1819,"Alameda County, CA"
17879,Fulton County,GA,Suffolk County,MA,145,9956,9956000,1819,2018,2019,outflow,Fulton County-Suffolk County-MA-1819,"Suffolk County, MA"
17880,Fulton County,GA,Bibb County,GA,189,6256,6256000,1819,2018,2019,outflow,Fulton County-Bibb County-GA-1819,"Bibb County, GA"
17881,Fulton County,GA,Middlesex County,MA,159,12060,12060000,1819,2018,2019,outflow,Fulton County-Middlesex County-MA-1819,"Middlesex County, MA"
17882,Fulton County,GA,Carroll County,GA,191,4621,4621000,1819,2018,2019,outflow,Fulton County-Carroll County-GA-1819,"Carroll County, GA"
17883,Fulton County,GA,Greenville County,SC,158,7314,7314000,1819,2018,2019,outflow,Fulton County-Greenville County-SC-1819,"Greenville County, SC"
17884,Fulton County,GA,Hudson County,NJ,130,9232,9232000,1819,2018,2019,outflow,Fulton County-Hudson County-NJ-1819,"Hudson County, NJ"
17885,Fulton County,GA,Muscogee County,GA,172,5318,5318000,1819,2018,2019,outflow,Fulton County-Muscogee County-GA-1819,"Muscogee County, GA"
17886,Fulton County,GA,Hamilton County,TN,154,9307,9307000,1819,2018,2019,outflow,Fulton County-Hamilton County-TN-1819,"Hamilton County, TN"
17887,Fulton County,GA,Spalding County,GA,190,3214,3214000,1819,2018,2019,outflow,Fulton County-Spalding County-GA-1819,"Spalding County, GA"
17888,Fulton County,GA,Wayne County,MI,150,5021,5021000,1819,2018,2019,outflow,Fulton County-Wayne County-MI-1819,"Wayne County, MI"
17889,Fulton County,GA,Prince George's County,MD,132,4928,4928000,1819,2018,2019,outflow,Fulton County-Prince George's County-MD-1819,"Prince George's County, MD"
17890,Fulton County,GA,Durham County,NC,123,7699,7699000,1819,2018,2019,outflow,Fulton County-Durham County-NC-1819,"Durham County, NC"
17891,Fulton County,GA,Tarrant County,TX,166,12246,12246000,1819,2018,2019,outflow,Fulton County-Tarrant County-TX-1819,"Tarrant County, TX"
17892,Fulton County,GA,Montgomery County,MD,141,11766,11766000,1819,2018,2019,outflow,Fulton County-Montgomery County-MD-1819,"Montgomery County, MD"
17893,Fulton County,GA,Franklin County,OH,132,6955,6955000,1819,2018,2019,outflow,Fulton County-Franklin County-OH-1819,"Franklin County, OH"
17894,Fulton County,GA,Allegheny County,PA,129,6012,6012000,1819,2018,2019,outflow,Fulton County-Allegheny County-PA-1819,"Allegheny County, PA"
17895,Fulton County,GA,Beaufort County,SC,152,19720,19720000,1819,2018,2019,outflow,Fulton County-Beaufort County-SC-1819,"Beaufort County, SC"
17896,Fulton County,GA,Richmond County,GA,123,4720,4720000,1819,2018,2019,outflow,Fulton County-Richmond County-GA-1819,"Richmond County, GA"
17897,Fulton County,GA,Queens County,NY,129,4880,4880000,1819,2018,2019,outflow,Fulton County-Queens County-NY-1819,"Queens County, NY"
17898,Fulton County,GA,Orleans Parish,LA,113,4367,4367000,1819,2018,2019,outflow,Fulton County-Orleans Parish-LA-1819,"Orleans Parish, LA"
17899,Fulton County,GA,Hennepin County,MN,95,4861,4861000,1819,2018,2019,outflow,Fulton County-Hennepin County-MN-1819,"Hennepin County, MN"
17900,Fulton County,GA,Bartow County,GA,126,4450,4450000,1819,2018,2019,outflow,Fulton County-Bartow County-GA-1819,"Bartow County, GA"
17901,Fulton County,GA,Dawson County,GA,124,7397,7397000,1819,2018,2019,outflow,Fulton County-Dawson County-GA-1819,"Dawson County, GA"
17902,Fulton County,GA,Knox County,TN,118,6451,6451000,1819,2018,2019,outflow,Fulton County-Knox County-TN-1819,"Knox County, TN"
17903,Fulton County,GA,Denton County,TX,142,10584,10584000,1819,2018,2019,outflow,Fulton County-Denton County-TX-1819,"Denton County, TX"
17904,Fulton County,GA,Richland County,SC,108,2988,2988000,1819,2018,2019,outflow,Fulton County-Richland County-SC-1819,"Richland County, SC"
17905,Fulton County,GA,Leon County,FL,103,5376,5376000,1819,2018,2019,outflow,Fulton County-Leon County-FL-1819,"Leon County, FL"
17906,Fulton County,GA,St. Johns County,FL,163,25599,25599000,1819,2018,2019,outflow,Fulton County-St. Johns County-FL-1819,"St. Johns County, FL"
17907,Fulton County,GA,Glynn County,GA,125,16229,16229000,1819,2018,2019,outflow,Fulton County-Glynn County-GA-1819,"Glynn County, GA"
17908,Fulton County,GA,Cuyahoga County,OH,116,4209,4209000,1819,2018,2019,outflow,Fulton County-Cuyahoga County-OH-1819,"Cuyahoga County, OH"
17909,Fulton County,GA,Madison County,AL,99,4441,4441000,1819,2018,2019,outflow,Fulton County-Madison County-AL-1819,"Madison County, AL"
17910,Fulton County,GA,Seminole County,FL,103,4227,4227000,1819,2018,2019,outflow,Fulton County-Seminole County-FL-1819,"Seminole County, FL"
17911,Fulton County,GA,Bexar County,TX,96,5307,5307000,1819,2018,2019,outflow,Fulton County-Bexar County-TX-1819,"Bexar County, TX"
17912,Fulton County,GA,Manatee County,FL,108,12345,12345000,1819,2018,2019,outflow,Fulton County-Manatee County-FL-1819,"Manatee County, FL"
17913,Fulton County,GA,Middlesex County,NJ,107,4054,4054000,1819,2018,2019,outflow,Fulton County-Middlesex County-NJ-1819,"Middlesex County, NJ"
17914,Fulton County,GA,Walton County,GA,122,2923,2923000,1819,2018,2019,outflow,Fulton County-Walton County-GA-1819,"Walton County, GA"
17915,Fulton County,GA,Barrow County,GA,121,2973,2973000,1819,2018,2019,outflow,Fulton County-Barrow County-GA-1819,"Barrow County, GA"
17916,Fulton County,GA,Pickens County,GA,91,9119,9119000,1819,2018,2019,outflow,Fulton County-Pickens County-GA-1819,"Pickens County, GA"
17917,Fulton County,GA,Jefferson County,KY,111,4815,4815000,1819,2018,2019,outflow,Fulton County-Jefferson County-KY-1819,"Jefferson County, KY"
17918,Fulton County,GA,Hamilton County,OH,99,3944,3944000,1819,2018,2019,outflow,Fulton County-Hamilton County-OH-1819,"Hamilton County, OH"
17919,Fulton County,GA,Multnomah County,OR,75,4070,4070000,1819,2018,2019,outflow,Fulton County-Multnomah County-OR-1819,"Multnomah County, OR"
17920,Fulton County,GA,San Mateo County,CA,75,4556,4556000,1819,2018,2019,outflow,Fulton County-San Mateo County-CA-1819,"San Mateo County, CA"
17921,Fulton County,GA,Oakland County,MI,102,7452,7452000,1819,2018,2019,outflow,Fulton County-Oakland County-MI-1819,"Oakland County, MI"
17922,Fulton County,GA,Mobile County,AL,89,1731,1731000,1819,2018,2019,outflow,Fulton County-Mobile County-AL-1819,"Mobile County, AL"
17923,Fulton County,GA,Arapahoe County,CO,92,3993,3993000,1819,2018,2019,outflow,Fulton County-Arapahoe County-CO-1819,"Arapahoe County, CO"
17924,Fulton County,GA,Volusia County,FL,91,3905,3905000,1819,2018,2019,outflow,Fulton County-Volusia County-FL-1819,"Volusia County, FL"
