,unique_tag,secondary_county_y,yr_range,year1,year2,n2_inflow,agi_inflow,n2_outflow,agi_outflow,n2_net,agi_net,arc_county,unique_tag2
4130,Gwinnett County-Cobb County-GA-2021,"Cobb County, GA",2021,2020,2021,2215,70450000,2025,69036000,190,1414000,Gwinnett County,Gwinnett County-Cobb County-GA
4131,Gwinnett County-Hall County-GA-2021,"Hall County, GA",2021,2020,2021,1757,57856000,4006,160756000,-2249,-102900000,Gwinnett County,Gwinnett County-Hall County-GA
4132,Gwinnett County-Forsyth County-GA-2021,"Forsyth County, GA",2021,2020,2021,1704,63758000,2492,104750000,-788,-40992000,Gwinnett County,Gwinnett County-Forsyth County-GA
4133,Gwinnett County-Walton County-GA-2021,"Walton County, GA",2021,2020,2021,1141,32814000,3372,103899000,-2231,-71085000,Gwinnett County,Gwinnett County-Walton County-GA
4134,Gwinnett County-Barrow County-GA-2021,"Barrow County, GA",2021,2020,2021,1074,30755000,3446,91223000,-2372,-60468000,Gwinnett County,Gwinnett County-Barrow County-GA
4135,Gwinnett County-Clayton County-GA-2021,"Clayton County, GA",2021,2020,2021,949,16402000,714,12228000,235,4174000,Gwinnett County,Gwinnett County-Clayton County-GA
4136,Gwinnett County-Los Angeles County-CA-2021,"Los Angeles County, CA",2021,2020,2021,744,24333000,279,21166000,465,3167000,Gwinnett County,Gwinnett County-Los Angeles County-CA
4137,Gwinnett County-Rockdale County-GA-2021,"Rockdale County, GA",2021,2020,2021,682,14368000,830,18598000,-148,-4230000,Gwinnett County,Gwinnett County-Rockdale County-GA
4138,Gwinnett County-Broward County-FL-2021,"Broward County, FL",2021,2020,2021,675,14684000,323,11970000,352,2714000,Gwinnett County,Gwinnett County-Broward County-FL
4139,Gwinnett County-Queens County-NY-2021,"Queens County, NY",2021,2020,2021,665,16065000,114,1787000,551,14278000,Gwinnett County,Gwinnett County-Queens County-NY
4140,Gwinnett County-Henry County-GA-2021,"Henry County, GA",2021,2020,2021,618,14921000,709,17778000,-91,-2857000,Gwinnett County,Gwinnett County-Henry County-GA
4141,Gwinnett County-Jackson County-GA-2021,"Jackson County, GA",2021,2020,2021,574,16583000,2226,81657000,-1652,-65074000,Gwinnett County,Gwinnett County-Jackson County-GA
4142,Gwinnett County-Miami-Dade County-FL-2021,"Miami-Dade County, FL",2021,2020,2021,567,10632000,281,10543000,286,89000,Gwinnett County,Gwinnett County-Miami-Dade County-FL
4143,Gwinnett County-Clarke County-GA-2021,"Clarke County, GA",2021,2020,2021,476,10353000,395,10849000,81,-496000,Gwinnett County,Gwinnett County-Clarke County-GA
4144,Gwinnett County-Kings County-NY-2021,"Kings County, NY",2021,2020,2021,497,13778000,102,2986000,395,10792000,Gwinnett County,Gwinnett County-Kings County-NY
4145,Gwinnett County-Newton County-GA-2021,"Newton County, GA",2021,2020,2021,508,10415000,771,17710000,-263,-7295000,Gwinnett County,Gwinnett County-Newton County-GA
4146,Gwinnett County-Cook County-IL-2021,"Cook County, IL",2021,2020,2021,447,17361000,212,6080000,235,11281000,Gwinnett County,Gwinnett County-Cook County-IL
4147,Gwinnett County-Cherokee County-GA-2021,"Cherokee County, GA",2021,2020,2021,438,14287000,687,30715000,-249,-16428000,Gwinnett County,Gwinnett County-Cherokee County-GA
4148,Gwinnett County-Orange County-FL-2021,"Orange County, FL",2021,2020,2021,406,8697000,297,7722000,109,975000,Gwinnett County,Gwinnett County-Orange County-FL
4149,Gwinnett County-Bronx County-NY-2021,"Bronx County, NY",2021,2020,2021,322,7686000,82,1266000,240,6420000,Gwinnett County,Gwinnett County-Bronx County-NY
4150,Gwinnett County-Douglas County-GA-2021,"Douglas County, GA",2021,2020,2021,298,6642000,310,7023000,-12,-381000,Gwinnett County,Gwinnett County-Douglas County-GA
4151,Gwinnett County-Mecklenburg County-NC-2021,"Mecklenburg County, NC",2021,2020,2021,319,17234000,199,7106000,120,10128000,Gwinnett County,Gwinnett County-Mecklenburg County-NC
4152,Gwinnett County-Hillsborough County-FL-2021,"Hillsborough County, FL",2021,2020,2021,287,7409000,278,10844000,9,-3435000,Gwinnett County,Gwinnett County-Hillsborough County-FL
4153,Gwinnett County-Chatham County-GA-2021,"Chatham County, GA",2021,2020,2021,216,4834000,188,7058000,28,-2224000,Gwinnett County,Gwinnett County-Chatham County-GA
4154,Gwinnett County-New York County-NY-2021,"New York County, NY",2021,2020,2021,202,10228000,67,2967000,135,7261000,Gwinnett County,Gwinnett County-New York County-NY
4155,Gwinnett County-Palm Beach County-FL-2021,"Palm Beach County, FL",2021,2020,2021,221,6404000,137,11764000,84,-5360000,Gwinnett County,Gwinnett County-Palm Beach County-FL
4156,Gwinnett County-Harris County-TX-2021,"Harris County, TX",2021,2020,2021,229,7357000,343,9266000,-114,-1909000,Gwinnett County,Gwinnett County-Harris County-TX
4157,Gwinnett County-Duval County-FL-2021,"Duval County, FL",2021,2020,2021,205,6299000,240,8819000,-35,-2520000,Gwinnett County,Gwinnett County-Duval County-FL
4158,Gwinnett County-Suffolk County-NY-2021,"Suffolk County, NY",2021,2020,2021,238,6186000,39,687000,199,5499000,Gwinnett County,Gwinnett County-Suffolk County-NY
4159,Gwinnett County-Maricopa County-AZ-2021,"Maricopa County, AZ",2021,2020,2021,214,6190000,220,9272000,-6,-3082000,Gwinnett County,Gwinnett County-Maricopa County-AZ
4160,Gwinnett County-San Diego County-CA-2021,"San Diego County, CA",2021,2020,2021,221,9249000,101,3465000,120,5784000,Gwinnett County,Gwinnett County-San Diego County-CA
4161,Gwinnett County-Muscogee County-GA-2021,"Muscogee County, GA",2021,2020,2021,183,4749000,146,3159000,37,1590000,Gwinnett County,Gwinnett County-Muscogee County-GA
4162,Gwinnett County-Orange County-CA-2021,"Orange County, CA",2021,2020,2021,210,6432000,122,4312000,88,2120000,Gwinnett County,Gwinnett County-Orange County-CA
4163,Gwinnett County-Clark County-NV-2021,"Clark County, NV",2021,2020,2021,211,4476000,199,5334000,12,-858000,Gwinnett County,Gwinnett County-Clark County-NV
4164,Gwinnett County-Jefferson County-AL-2021,"Jefferson County, AL",2021,2020,2021,177,4181000,129,2950000,48,1231000,Gwinnett County,Gwinnett County-Jefferson County-AL
4165,Gwinnett County-Fayette County-GA-2021,"Fayette County, GA",2021,2020,2021,192,6382000,166,4979000,26,1403000,Gwinnett County,Gwinnett County-Fayette County-GA
4166,Gwinnett County-Davidson County-TN-2021,"Davidson County, TN",2021,2020,2021,143,5354000,82,2732000,61,2622000,Gwinnett County,Gwinnett County-Davidson County-TN
4167,Gwinnett County-Nassau County-NY-2021,"Nassau County, NY",2021,2020,2021,196,4587000,49,992000,147,3595000,Gwinnett County,Gwinnett County-Nassau County-NY
4168,Gwinnett County-Essex County-NJ-2021,"Essex County, NJ",2021,2020,2021,186,5177000,56,996000,130,4181000,Gwinnett County,Gwinnett County-Essex County-NJ
4169,Gwinnett County-Dallas County-TX-2021,"Dallas County, TX",2021,2020,2021,154,4765000,191,4681000,-37,84000,Gwinnett County,Gwinnett County-Dallas County-TX
4170,Gwinnett County-King County-WA-2021,"King County, WA",2021,2020,2021,178,9400000,116,5427000,62,3973000,Gwinnett County,Gwinnett County-King County-WA
4171,Gwinnett County-Santa Clara County-CA-2021,"Santa Clara County, CA",2021,2020,2021,169,10053000,50,2714000,119,7339000,Gwinnett County,Gwinnett County-Santa Clara County-CA
4172,Gwinnett County-Paulding County-GA-2021,"Paulding County, GA",2021,2020,2021,176,4492000,378,8499000,-202,-4007000,Gwinnett County,Gwinnett County-Paulding County-GA
4173,Gwinnett County-Shelby County-TN-2021,"Shelby County, TN",2021,2020,2021,170,5016000,85,1776000,85,3240000,Gwinnett County,Gwinnett County-Shelby County-TN
4174,Gwinnett County-Richmond County-GA-2021,"Richmond County, GA",2021,2020,2021,152,3241000,127,3359000,25,-118000,Gwinnett County,Gwinnett County-Richmond County-GA
4175,Gwinnett County-Bergen County-NJ-2021,"Bergen County, NJ",2021,2020,2021,177,5298000,42,1255000,135,4043000,Gwinnett County,Gwinnett County-Bergen County-NJ
4176,Gwinnett County-Philadelphia County-PA-2021,"Philadelphia County, PA",2021,2020,2021,172,3956000,79,1638000,93,2318000,Gwinnett County,Gwinnett County-Philadelphia County-PA
4177,Gwinnett County-Montgomery County-MD-2021,"Montgomery County, MD",2021,2020,2021,182,5383000,88,1946000,94,3437000,Gwinnett County,Gwinnett County-Montgomery County-MD
4178,Gwinnett County-Coweta County-GA-2021,"Coweta County, GA",2021,2020,2021,147,5065000,250,8094000,-103,-3029000,Gwinnett County,Gwinnett County-Coweta County-GA
4179,Gwinnett County-Wake County-NC-2021,"Wake County, NC",2021,2020,2021,159,5658000,172,7889000,-13,-2231000,Gwinnett County,Gwinnett County-Wake County-NC
4180,Gwinnett County-Leon County-FL-2021,"Leon County, FL",2021,2020,2021,116,2879000,48,1710000,68,1169000,Gwinnett County,Gwinnett County-Leon County-FL
4181,Gwinnett County-Marion County-IN-2021,"Marion County, IN",2021,2020,2021,154,3502000,70,1517000,84,1985000,Gwinnett County,Gwinnett County-Marion County-IN
4182,Gwinnett County-Greenville County-SC-2021,"Greenville County, SC",2021,2020,2021,139,4370000,164,6286000,-25,-1916000,Gwinnett County,Gwinnett County-Greenville County-SC
4183,Gwinnett County-Fairfax County-VA-2021,"Fairfax County, VA",2021,2020,2021,139,8560000,87,3225000,52,5335000,Gwinnett County,Gwinnett County-Fairfax County-VA
4184,Gwinnett County-Montgomery County-AL-2021,"Montgomery County, AL",2021,2020,2021,150,4795000,80,2255000,70,2540000,Gwinnett County,Gwinnett County-Montgomery County-AL
4185,Gwinnett County-Bibb County-GA-2021,"Bibb County, GA",2021,2020,2021,118,2415000,148,2803000,-30,-388000,Gwinnett County,Gwinnett County-Bibb County-GA
4186,Gwinnett County-Cuyahoga County-OH-2021,"Cuyahoga County, OH",2021,2020,2021,122,3535000,41,632000,81,2903000,Gwinnett County,Gwinnett County-Cuyahoga County-OH
4187,Gwinnett County-Wayne County-MI-2021,"Wayne County, MI",2021,2020,2021,132,3009000,108,1684000,24,1325000,Gwinnett County,Gwinnett County-Wayne County-MI
4188,Gwinnett County-Houston County-GA-2021,"Houston County, GA",2021,2020,2021,121,3323000,144,3665000,-23,-342000,Gwinnett County,Gwinnett County-Houston County-GA
4189,Gwinnett County-Alameda County-CA-2021,"Alameda County, CA",2021,2020,2021,142,5919000,57,2898000,85,3021000,Gwinnett County,Gwinnett County-Alameda County-CA
4190,Gwinnett County-Prince George's County-MD-2021,"Prince George's County, MD",2021,2020,2021,129,2679000,87,1419000,42,1260000,Gwinnett County,Gwinnett County-Prince George's County-MD
4191,Gwinnett County-Richland County-SC-2021,"Richland County, SC",2021,2020,2021,116,3235000,82,2275000,34,960000,Gwinnett County,Gwinnett County-Richland County-SC
4192,Gwinnett County-Tarrant County-TX-2021,"Tarrant County, TX",2021,2020,2021,133,2851000,120,3992000,13,-1141000,Gwinnett County,Gwinnett County-Tarrant County-TX
4193,Gwinnett County-San Bernardino County-CA-2021,"San Bernardino County, CA",2021,2020,2021,127,3327000,76,1980000,51,1347000,Gwinnett County,Gwinnett County-San Bernardino County-CA
4194,Gwinnett County-Hamilton County-TN-2021,"Hamilton County, TN",2021,2020,2021,102,3180000,119,4466000,-17,-1286000,Gwinnett County,Gwinnett County-Hamilton County-TN
4195,Gwinnett County-Hartford County-CT-2021,"Hartford County, CT",2021,2020,2021,115,3823000,70,2023000,45,1800000,Gwinnett County,Gwinnett County-Hartford County-CT
4196,Gwinnett County-Carroll County-GA-2021,"Carroll County, GA",2021,2020,2021,79,1734000,128,2876000,-49,-1142000,Gwinnett County,Gwinnett County-Carroll County-GA
4197,Gwinnett County-Middlesex County-NJ-2021,"Middlesex County, NJ",2021,2020,2021,102,3717000,49,1481000,53,2236000,Gwinnett County,Gwinnett County-Middlesex County-NJ
4198,Gwinnett County-Bexar County-TX-2021,"Bexar County, TX",2021,2020,2021,111,2941000,69,2078000,42,863000,Gwinnett County,Gwinnett County-Bexar County-TX
4199,Gwinnett County-Pinellas County-FL-2021,"Pinellas County, FL",2021,2020,2021,93,4234000,172,8388000,-79,-4154000,Gwinnett County,Gwinnett County-Pinellas County-FL
4200,Gwinnett County-Franklin County-OH-2021,"Franklin County, OH",2021,2020,2021,107,2799000,77,1711000,30,1088000,Gwinnett County,Gwinnett County-Franklin County-OH
4201,Gwinnett County-Collin County-TX-2021,"Collin County, TX",2021,2020,2021,120,4752000,118,3931000,2,821000,Gwinnett County,Gwinnett County-Collin County-TX
4202,Gwinnett County-Suffolk County-MA-2021,"Suffolk County, MA",2021,2020,2021,90,2807000,28,1040000,62,1767000,Gwinnett County,Gwinnett County-Suffolk County-MA
4203,Gwinnett County-Hudson County-NJ-2021,"Hudson County, NJ",2021,2020,2021,94,2834000,38,618000,56,2216000,Gwinnett County,Gwinnett County-Hudson County-NJ
4204,Gwinnett County-Polk County-FL-2021,"Polk County, FL",2021,2020,2021,94,1640000,128,3023000,-34,-1383000,Gwinnett County,Gwinnett County-Polk County-FL
4205,Gwinnett County-Bartow County-GA-2021,"Bartow County, GA",2021,2020,2021,85,1745000,141,4067000,-56,-2322000,Gwinnett County,Gwinnett County-Bartow County-GA
4206,Gwinnett County-Allegheny County-PA-2021,"Allegheny County, PA",2021,2020,2021,99,2281000,40,1615000,59,666000,Gwinnett County,Gwinnett County-Allegheny County-PA
4207,Gwinnett County-Charleston County-SC-2021,"Charleston County, SC",2021,2020,2021,77,1878000,77,4344000,0,-2466000,Gwinnett County,Gwinnett County-Charleston County-SC
4208,Gwinnett County-Milwaukee County-WI-2021,"Milwaukee County, WI",2021,2020,2021,103,2769000,47,907000,56,1862000,Gwinnett County,Gwinnett County-Milwaukee County-WI
4209,Gwinnett County-Dawson County-GA-2021,"Dawson County, GA",2021,2020,2021,70,3706000,161,7695000,-91,-3989000,Gwinnett County,Gwinnett County-Dawson County-GA
4210,Gwinnett County-Middlesex County-MA-2021,"Middlesex County, MA",2021,2020,2021,90,3712000,81,2814000,9,898000,Gwinnett County,Gwinnett County-Middlesex County-MA
4211,Gwinnett County-Mobile County-AL-2021,"Mobile County, AL",2021,2020,2021,103,1599000,45,2454000,58,-855000,Gwinnett County,Gwinnett County-Mobile County-AL
4212,Gwinnett County-Dougherty County-GA-2021,"Dougherty County, GA",2021,2020,2021,87,3309000,54,1003000,33,2306000,Gwinnett County,Gwinnett County-Dougherty County-GA
4213,Gwinnett County-Lee County-FL-2021,"Lee County, FL",2021,2020,2021,81,2655000,114,6642000,-33,-3987000,Gwinnett County,Gwinnett County-Lee County-FL
4214,Gwinnett County-Jefferson County-KY-2021,"Jefferson County, KY",2021,2020,2021,87,3098000,47,1679000,40,1419000,Gwinnett County,Gwinnett County-Jefferson County-KY
4215,Gwinnett County-Riverside County-CA-2021,"Riverside County, CA",2021,2020,2021,99,3703000,55,1763000,44,1940000,Gwinnett County,Gwinnett County-Riverside County-CA
4216,Gwinnett County-New Haven County-CT-2021,"New Haven County, CT",2021,2020,2021,75,2349000,32,857000,43,1492000,Gwinnett County,Gwinnett County-New Haven County-CT
4217,Gwinnett County-El Paso County-CO-2021,"El Paso County, CO",2021,2020,2021,78,1626000,69,2135000,9,-509000,Gwinnett County,Gwinnett County-El Paso County-CO
4218,Gwinnett County-DuPage County-IL-2021,"DuPage County, IL",2021,2020,2021,86,2948000,37,1702000,49,1246000,Gwinnett County,Gwinnett County-DuPage County-IL
4219,Gwinnett County-Brevard County-FL-2021,"Brevard County, FL",2021,2020,2021,70,2294000,93,4190000,-23,-1896000,Gwinnett County,Gwinnett County-Brevard County-FL
4220,Gwinnett County-Columbia County-GA-2021,"Columbia County, GA",2021,2020,2021,93,2340000,112,4084000,-19,-1744000,Gwinnett County,Gwinnett County-Columbia County-GA
4221,Gwinnett County-Oconee County-GA-2021,"Oconee County, GA",2021,2020,2021,72,2319000,250,12711000,-178,-10392000,Gwinnett County,Gwinnett County-Oconee County-GA
4222,Gwinnett County-Oakland County-MI-2021,"Oakland County, MI",2021,2020,2021,93,2321000,37,1630000,56,691000,Gwinnett County,Gwinnett County-Oakland County-MI
4223,Gwinnett County-St. Louis County-MO-2021,"St. Louis County, MO",2021,2020,2021,99,2432000,48,1412000,51,1020000,Gwinnett County,Gwinnett County-St. Louis County-MO
4224,Gwinnett County-Travis County-TX-2021,"Travis County, TX",2021,2020,2021,65,2529000,68,3173000,-3,-644000,Gwinnett County,Gwinnett County-Travis County-TX
4225,Gwinnett County-Habersham County-GA-2021,"Habersham County, GA",2021,2020,2021,70,2201000,166,7839000,-96,-5638000,Gwinnett County,Gwinnett County-Habersham County-GA
4226,Gwinnett County-Lee County-AL-2021,"Lee County, AL",2021,2020,2021,73,1960000,63,2582000,10,-622000,Gwinnett County,Gwinnett County-Lee County-AL
4227,Gwinnett County-Arapahoe County-CO-2021,"Arapahoe County, CO",2021,2020,2021,90,2324000,69,1639000,21,685000,Gwinnett County,Gwinnett County-Arapahoe County-CO
4228,Gwinnett County-District of Columbia-DC-2021,"District of Columbia, DC",2021,2020,2021,57,2750000,49,1671000,8,1079000,Gwinnett County,Gwinnett County-District of Columbia-DC
4229,Gwinnett County-Sacramento County-CA-2021,"Sacramento County, CA",2021,2020,2021,90,2148000,41,739000,49,1409000,Gwinnett County,Gwinnett County-Sacramento County-CA
4230,Gwinnett County-Knox County-TN-2021,"Knox County, TN",2021,2020,2021,83,2237000,74,3430000,9,-1193000,Gwinnett County,Gwinnett County-Knox County-TN
4231,Gwinnett County-Madison County-AL-2021,"Madison County, AL",2021,2020,2021,68,2538000,88,2197000,-20,341000,Gwinnett County,Gwinnett County-Madison County-AL
4232,Gwinnett County-Escambia County-FL-2021,"Escambia County, FL",2021,2020,2021,74,2179000,50,2857000,24,-678000,Gwinnett County,Gwinnett County-Escambia County-FL
4233,Gwinnett County-Honolulu County-HI-2021,"Honolulu County, HI",2021,2020,2021,81,1813000,62,1674000,19,139000,Gwinnett County,Gwinnett County-Honolulu County-HI
4234,Gwinnett County-Guilford County-NC-2021,"Guilford County, NC",2021,2020,2021,70,1925000,70,1542000,0,383000,Gwinnett County,Gwinnett County-Guilford County-NC
